Deal ID,기사 제목,기사 작성일,LP,운용사,펀드명,펀드규모,펀드유형,투자섹터,조성상태,요약,url
43,"아주IB, 역대 최대 PEF 결성…올해 펀딩 5000억 육박",,"KDB산업은행, 수출입은행, 은행권 중견기업 밸류업펀드, 부산 미래산업 전환펀드",아주IB투자,아주 좋은 제4호 PEF,"2850억원 (1차 클로징), 최대 3200억원 예정","바이아웃, PEF",ETC,1차 클로징,"아주IB투자가 역대 최대 규모인 2850억원 규모의 '아주 좋은 제4호 PEF'를 1차 클로징했으며, 내년 초까지 최대 3200억원까지 멀티클로징을 통해 펀드 규모를 확대할 계획이다. 이 펀드는 KDB산업은행 혁신성장펀드 대형 부문 위탁운용사 지위를 확보하며 결성을 시작했고, 수출입은행, 은행권 중견기업 밸류업펀드, 부산 미래산업 전환펀드 등에서 출자를 받았다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512291415290400109422&lcode=00&page=3&svccode=03
44,"[LP Radar]농금원, 역대 최대 3376억 자펀드 결성…출자비율 37%",,"농업정책보험금융원(농금원), 민간출자자","빌랑스인베스트먼트, UTC인베스트먼트, 원익투자파트너스, 임팩트파트너스, LF인베스트먼트",,3376억 원,세컨더리,ETC,신규결성,"농업정책보험금융원은 2025년 출자사업을 통해 역대 최대 규모인 3376억 원의 자펀드를 결성했으며, 출자비율은 평균 37%로 낮췄다. 총 14개 자펀드가 연내 결성 완료됐고, 일부 GP 반납에도 불구하고 추가 출자사업과 GP 재선정을 통해 공백을 메웠다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512291613333720104390&lcode=00&page=3&svccode=03
45,"인라이트벤처스, 역대 첫 1000억 펀드 결성 시동",,한국벤처투자,인라이트벤처스,,1000억원 규모,벤처,"ICT & Digitalization, ETC",위탁운용사 선정,인라이트벤처스가 한국벤처투자가 주관한 부산 혁신 스케일업 벤처펀드 출자사업에서 위탁운용사(GP)로 선정되어 1000억원 규모의 신규 벤처펀드 결성 기회를 확보했다. 이번 펀드는 부산 지역 및 9대 전략산업 기업에 집중 투자할 계획이다.,https://www.newstopkorea.com/news/articleView.html?idxno=42162
46,[2025 PE 애뉴얼 리포트]'펀딩' 확장하고 '장기 포폴' 정리…프리미어 성공적 한 해,,"국민연금, 한국산업은행, 수출입은행, 과학기술인공제회, 교직원공제회, 아디안, 플렉스톤파트너스, 페더레이티드 헤르메스",프리미어파트너스,6호 블라인드펀드,1조1000억원,"블라인드펀드, 그로스, 바이아웃",ETC,최종 결성 임박,"프리미어파트너스는 6호 블라인드펀드의 하드캡 1조1000억원 규모 펀딩을 사실상 완료했으며, 국내 주요 기관투자자와 해외 LP를 유치해 펀딩 기반을 확장했다. 이번 펀드 결성으로 대형 블라인드펀드 운용 단계에 진입하며 그로스와 바이아웃을 아우르는 투자 전략을 구사할 수 있는 여건을 마련했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512181112041320102880&lcode=00&page=1&svccode=03
47,"'슈퍼 루키' 에이온인베, 2개 펀드 결성 성공",,"모태펀드, 국내 증권사, 캐피탈",에이온인베스트먼트,에이온 프라임 시큐리티 벤처펀드,200억원,벤처,"ICT & Digitalization, Biotech & Healthcare",신규결성,에이온인베스트먼트가 모태펀드 2차정시 출자사업에서 사이버보안 분야 출자를 받아 200억원 규모의 '에이온 프라임 시큐리티 벤처펀드'를 신규 결성했다. 이번 펀드 결성으로 에이온인베스트먼트는 올해 두 개 펀드 결성에 성공하며 AUM 1000억원을 돌파했다.,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512300931315520107793&lcode=00&page=1&svccode=03
48,"에버그린투자, 주요 기관 GP 잇단 선정…AI 펀드 막바지",,"한국성장금융투자운용, 한국벤처투자, 과학기술인공제회",에버그린투자파트너스,,650억원 규모,벤처,ICT & Digitalization,신규결성,"에버그린투자파트너스가 한국성장금융투자운용 성장사다리펀드2 2025년 2차 출자사업, 한국벤처투자 모태펀드 수시 출자사업, 과학기술인공제회 2025 하반기 블라인드 펀드 출자사업에서 GP로 최종 선정되어 총 563억원의 출자금을 확보했다. 추가 매칭 자금을 포함해 650억원 규모 AI 섹터 펀드 결성을 내년 2월까지 마무리할 계획이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512301038140880108355&lcode=00&page=1&svccode=03
49,"인터베스트, 딥테크펀드 3090억 클로징…AUM 2조 눈앞",,"한국성장금융투자운용, 국민연금, 산업은행, 산재보험기금, 우정사업본부, MG새마을금고중앙회, 한국교직원공제회, 대한예수교장로회 총회연금재단, 행정공제회",인터베스트,IBK혁신-인터베스트딥테크투자조합Ⅱ,3090억원,벤처,"ICT & Digitalization, Biotech & Healthcare, ETC",멀티클로징,"인터베스트가 한국성장금융투자운용의 출자사업을 계기로 결성한 'IBK혁신-인터베스트딥테크투자조합Ⅱ' 펀드를 3090억원 규모로 멀티클로징을 완료했다. 주요 기관 LP를 추가 확보하며 펀드 결성 총액을 2000억원에서 3090억원으로 증액했고, 이를 통해 인터베스트의 AUM은 약 2조원에 육박하게 되었다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512301107513680101390&lcode=00&page=2&svccode=03
50,"[LP Radar]농금원, GP 페널티 대신 '인센티브' 카드",,농업정책보험금융원(농금원),"빌랑스인베스트먼트, UTC인베스트먼트, 원익투자파트너스, 임팩트파트너스, LF인베스트먼트, 농협은행",,3376억원 규모 자펀드,,ETC,신규결성,"농업정책보험금융원은 내년 출자사업에서 자펀드를 조기 결성하는 하우스에 인센티브를 제공하는 방안을 검토 중이며, 올해 3376억원 규모 자펀드를 결성했다. GP 지위 반납 문제를 해결하기 위해 조기 결성에 방점을 두고 인센티브 정책을 도입할 계획이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512301355584280107361&lcode=00&page=2&svccode=03
51,[2025 PE 애뉴얼 리포트]'펀딩' 확장하고 '장기 포폴' 정리…프리미어 성공적 한 해,,"국민연금, 한국산업은행, 수출입은행, 과학기술인공제회, 교직원공제회, 아디안, 플렉스톤파트너스, 페더레이티드 헤르메스",프리미어파트너스,6호 블라인드펀드,1조 1000억원 수준,"블라인드펀드, 그로스, 바이아웃",ETC,신규결성,"프리미어파트너스가 6호 블라인드펀드의 하드캡 1조 1000억원 규모 펀딩을 사실상 완료했으며, 국내 주요 기관투자자와 해외 LP를 유치해 펀딩 기반을 확장했다. 이번 펀드 결성으로 대형 블라인드펀드 운용 단계에 진입하며 그로스와 바이아웃을 아우르는 투자 전략을 구사할 수 있는 여건을 마련했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512181112041320102880&lcode=00&page=3&svccode=03
52,"'슈퍼 루키' 에이온인베, 2개 펀드 결성 성공",,"모태펀드, 국내 증권사, 캐피탈",에이온인베스트먼트,에이온 프라임 시큐리티 벤처펀드,200억원,벤처,"ICT & Digitalization, Biotech & Healthcare",신규결성,"에이온인베스트먼트가 모태펀드 2차정시 출자사업에서 사이버보안 분야 출자를 받아 200억원 규모의 '에이온 프라임 시큐리티 벤처펀드'를 신규 결성했다. 이번 펀드 결성으로 에이온인베스트먼트의 AUM은 1000억원을 돌파했으며, 내년에는 문화콘텐츠 펀드 결성도 계획 중이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512300931315520107793&lcode=00&page=3&svccode=03
53,"에버그린투자, 주요 기관 GP 잇단 선정…AI 펀드 막바지",,"한국성장금융투자운용, 한국벤처투자, 과학기술인공제회",에버그린투자파트너스,,650억원 규모,벤처,ICT & Digitalization,신규결성,"에버그린투자파트너스가 2025년 주요 기관 출자사업에서 GP로 잇달아 선정되며 AI 섹터 펀드 결성을 막바지에 두고 있다. 당초 400억원 규모에서 650억원 규모로 펀딩 목표를 상향했으며, 한국성장금융투자운용, 한국벤처투자, 과학기술인공제회 등으로부터 총 563억원의 출자금을 확보했다. 펀드 결성은 2026년 2월까지 완료할 계획이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512301038140880108355&lcode=00&page=3&svccode=03
54,"인터베스트, 딥테크펀드 3090억 클로징…AUM 2조 눈앞",,"한국성장금융투자운용, 국민연금, 산업은행, 산재보험기금, 우정사업본부, MG새마을금고중앙회, 한국교직원공제회, 대한예수교장로회 총회연금재단, 행정공제회",인터베스트,IBK혁신-인터베스트딥테크투자조합Ⅱ,3090억원,벤처,"ICT & Digitalization, Biotech & Healthcare, ETC",멀티클로징,"인터베스트가 한국성장금융투자운용의 출자사업을 계기로 결성한 'IBK혁신-인터베스트딥테크투자조합Ⅱ' 펀드를 3090억원 규모로 멀티클로징하며 최종 결성을 마무리했다. 주요 기관 LP를 추가 확보하며 펀딩에 성공했고, 이번 펀드 결성으로 인터베스트의 AUM은 약 2조원에 육박하게 되었다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512301107513680101390&lcode=00&page=3&svccode=03
55,"[LP Radar]농금원, GP 페널티 대신 '인센티브' 카드",,농업정책보험금융원(농금원),"빌랑스인베스트먼트, UTC인베스트먼트, 원익투자파트너스, 임팩트파트너스, LF인베스트먼트, 농협은행",,3376억원 규모 자펀드,,ETC,신규결성,"농업정책보험금융원은 2025년 출자사업에서 자펀드를 조기 결성하는 하우스에 인센티브를 제공하는 방안을 검토 중이며, 올해 3376억원 규모 자펀드를 결성했다. GP 지위 반납 사례가 발생한 가운데 조기 결성을 독려해 펀드 결성 실패를 방지하려는 목적이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512301355584280107361&lcode=00&page=3&svccode=03
56,"티인베스트먼트, 딥테크 펀딩 청신호…600억 도전",,한국성장금융,"티인베스트먼트, 제이커브인베스트먼트-딥다이브파트너스",,600억원 이상,벤처,"Semiconductor & Industrial, ETC",위탁운용사 선정,"티인베스트먼트가 성장사다리2 출자사업 기술금융(딥테크) 분야 위탁운용사(GP)로 선정되어 600억원 규모 딥테크 펀드 조성을 추진 중이다. 한국성장금융이 주관한 이번 출자사업은 최소 445억원 이상 펀드 결성을 목표로 하며, 티인베스트먼트는 펀드 규모를 600억원 이상으로 확대할 계획이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512301650454600107763&lcode=00&page=2&svccode=03
57,[thebell League Table]실탄 다시 찼다…벤처펀드 드라이파우더 10조대 복귀,,,"IMM인베스트먼트, 한국투자파트너스, 신한벤처투자, 에이티넘인베스트먼트, DSC인베스트먼트, LB인베스트먼트, 컴퍼니케이파트너스, 키움인베스트먼트, 포스코기술투자, IBK벤처투자, 인라이트벤처스, 나우IB캐피탈, 데브시스터즈벤처스, 이크럭스벤처파트너스",,5조1319억원,벤처,ETC,신규결성,"2025년 국내 벤처캐피탈의 벤처펀드 연간 펀드레이징 규모가 5조1319억원으로 전년 대비 40% 이상 증가하며 드라이파우더가 10조원대로 복귀했다. 대형 운용사를 중심으로 대규모 펀드레이징이 활발히 이루어졌으며, 컴퍼니케이파트너스, LB인베스트먼트, DSC인베스트먼트 등 다수 운용사가 신규 펀드레이징을 통해 투자여력을 크게 확대했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512310920413000109168&lcode=00&page=1&svccode=03
58,[thebell League Table]VC 펀딩 3년만에 8조대 반등…PEF가 반전 이끌다,,,"IMM인베스트먼트, 프리미어파트너스, 아주IB투자, 나우IB캐피탈, 원익투자파트너스, DSC인베스트먼트, 인터베스트, LB인베, 한국투자파트너스, 컴퍼니케이파트너스, 포스코기술투자, SV인베스트먼트, TS인베스트먼트, SBVA, K2인베스트먼트파트너스, 우리벤처파트너스, 키움인베스트먼트, BNH인베스트먼트, IBK벤처투자, HB인베스트먼트, SJ투자파트너스, 퀀텀벤처스코리아, 코오롱인베스트먼트",,8조3761억원,"벤처, PEF",ETC,신규결성,"2025년 국내 벤처캐피탈과 사모펀드(PEF) 운용사들이 총 8조3761억원 규모의 펀드레이징에 성공했다. VC 계정으로 5조1319억원, PEF로 3조2442억원을 조달하며 3년 만에 8조원대 펀딩을 회복했고, IMM인베스트먼트, 프리미어파트너스, 아주IB투자가 대규모 펀딩을 주도했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512311116132520103710&lcode=00&page=1&svccode=03
59,[thebell League Table]벤처펀드 펀딩 5조대 재진입…중상위권 VC 약진,,,나우IB캐피탈,"나우아이비16호펀드, 나우아이비17호펀드, 나우아이비18호펀드, 나우아이비19호펀드",총 4183억원 규모,벤처,ETC,신규결성,"2025년 벤처캐피탈 업계는 5조1319억원 규모의 벤처펀드 펀드레이징을 기록하며 3년 만에 5조원대에 재진입했다. 나우IB캐피탈은 총 4183억원 규모의 6개 벤처펀드를 신규 결성하며 펀딩 1위를 차지했고, DSC인베스트먼트, 인터베스트, LB인베스트먼트 등도 대규모 펀드 결성에 성공했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512311400491560107168&lcode=00&page=1&svccode=03
60,[thebell League Table]실탄 다시 찼다…벤처펀드 드라이파우더 10조대 복귀,,,"IMM인베스트먼트, 한국투자파트너스, 신한벤처투자, 에이티넘인베스트먼트, DSC인베스트먼트, LB인베스트먼트, 컴퍼니케이파트너스, 키움인베스트먼트, 포스코기술투자, IBK벤처투자, 인라이트벤처스, 나우IB캐피탈, 데브시스터즈벤처스, 이크럭스벤처파트너스",,5조1319억원,벤처,ETC,신규결성,"2025년 국내 벤처캐피탈들이 대형사를 중심으로 5조1319억원 규모의 벤처펀드를 신규 결성하며 펀드레이징이 40% 이상 증가했다. 이로 인해 전체 벤처펀드 드라이파우더가 10조원대로 복귀했으며, 내년에도 정책자금 출자 증가와 함께 공격적인 펀드레이징이 기대된다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512310920413000109168&lcode=00&page=2&svccode=03
61,[thebell League Table]VC 펀딩 3년만에 8조대 반등…PEF가 반전 이끌다,,,"IMM인베스트먼트, 프리미어파트너스, 아주IB투자, 나우IB캐피탈, 원익투자파트너스, DSC인베스트먼트, 인터베스트, LB인베, 한국투자파트너스, 컴퍼니케이파트너스, 포스코기술투자, SV인베스트먼트, TS인베스트먼트, SBVA, K2인베스트먼트파트너스, 우리벤처파트너스, 키움인베스트먼트, BNH인베스트먼트, IBK벤처투자, HB인베스트먼트, SJ투자파트너스, 퀀텀벤처스코리아, 코오롱인베스트먼트",,8조3761억원,"벤처, PEF",ETC,신규결성,"2025년 국내 VC 및 PEF 펀드레이징 총액이 8조3761억원에 달하며 3년 만에 8조원대를 회복했다. 특히 PEF 부문은 3조2442억원을 모으며 역대급 기록을 세웠고, IMM인베스트먼트, 프리미어파트너스, 아주IB투자가 대규모 펀딩에 성공했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512311116132520103710&lcode=00&page=2&svccode=03
62,[thebell League Table]벤처펀드 펀딩 5조대 재진입…중상위권 VC 약진,,,"나우IB캐피탈, DSC인베스트먼트, 인터베스트, LB인베스트먼트, IMM인베스트먼트",디에스씨홈런펀드제2호,3470억원,벤처,ETC,신규결성,"2025년 벤처캐피탈 업계는 5조1319억원 규모의 벤처펀드 펀드레이징에 성공했으며, 나우IB캐피탈이 4183억원 규모의 펀드를 포함해 총 6개 펀드를 결성하며 1위를 차지했다. DSC인베스트먼트는 3470억원 규모의 '디에스씨홈런펀드제2호'를 신규 결성하며 2위에 올랐고, 인터베스트와 LB인베스트먼트도 각각 3090억원, 3030억원 규모의 펀드를 결성했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202512311400491560107168&lcode=00&page=2&svccode=03
63,"미시간벤처, 1000억 펀드 결성…AUM 4000억 돌파",,"한국성장금융투자운용, 민간 유한책임출자자",미시간벤처캐피탈,미시간글로벌K콘텐츠투자조합,1000억원 수준,벤처,Interactive Contents & Media,신규결성,"미시간벤처캐피탈이 한국성장금융투자운용 출자 사업을 통해 1000억원 규모의 '미시간글로벌K콘텐츠투자조합' 펀드 결성을 마무리했다. 성장금융으로부터 400억원 출자를 확보하고 민간 LP를 모집해 최종 결성을 완료했으며, 이번 펀드 결성으로 AUM이 4200억원 이상으로 확대되었다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601021103279920109043&lcode=00&page=2&svccode=03
64,"ATU파트너스, '630억' 세번째 정책출자 펀드 결성",,"한국성장금융, IBK기업은행, 에프엔씨엔터테인먼트, 기보스틸",에이티유파트너스,아이비케이에이티유콘텐츠미디어테크사모투자합자회사,630억원,,Interactive Contents & Media,신규결성,"에이티유파트너스가 한국벤처투자와 한국성장금융의 정책출자를 받아 630억원 규모의 '아이비케이에이티유콘텐츠미디어테크사모투자합자회사'를 신규 결성했다. 성장금융 출자액은 250억원이며, IBK기업은행, 에프엔씨엔터테인먼트, 모회사 기보스틸도 출자자로 참여했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050749401320108396&lcode=00&page=2&svccode=03
65,"L&S벤처, 1220억 반도체펀드 결성…산업계 LP 러브콜",,"한국산업은행, IBK기업은행, 한국성장금융, 피에스케이, 동진쎄미켐, 싸이맥스, 미창석유공업, 경기도 화성시, NH투자증권, 디캠프, 하나벤처스",L&S벤처캐피탈,엘앤에스 K-Semi 르네상스 투자조합,1220억원,벤처,Semiconductor & Industrial,신규결성,"L&S벤처캐피탈이 산업은행 반도체생태계펀드 출자사업에서 GP로 선정되어 1220억원 규모의 '엘앤에스 K-Semi 르네상스 투자조합'을 신규 결성했다. 다수의 산업계 LP가 참여했으며, 소부장 국산화 및 반도체 관련 스타트업에 집중 투자할 계획이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050808407980106880&lcode=00&page=2&svccode=03
66,"S&S인베·유비쿼스인베, 산은 출자로 400억 펀드 결성",,"한국산업은행, 에스앤에스텍, 유비쿼스, 한솔케미칼, 기타 산업계 전략적투자자 6~7곳 내외","S&S인베스트먼트, 유비쿼스인베스트먼트",케이디비-에스앤에스-유아이 반도체소부장 오픈이노베이션 펀드,401억원 (상반기 중 500억원까지 확대 예정),벤처,"Semiconductor & Industrial, ETC",신규결성,"S&S인베스트먼트와 유비쿼스인베스트먼트가 한국산업은행 출자로 401억원 규모의 '케이디비-에스앤에스-유아이 반도체소부장 오픈이노베이션 펀드'를 결성했다. 산업계 전략적투자자 다수가 참여했으며, 상반기 중 펀드 규모를 500억원까지 확대할 계획이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050821294500103061&lcode=00&page=1&svccode=03
67,"[thebell League Table]DSC인베, 초대형사 향한다…2년 연속 투자 톱 5위권",,"국민연금공단, 공제회, 보험사, 금융기관",DSC인베스트먼트,DSC홈런펀드2호,"약 3,470억 원","벤처, 세컨더리",ETC,신규결성,"DSC인베스트먼트는 국민연금공단 등 다양한 LP로부터 자금을 모아 약 3,470억 원 규모의 'DSC홈런펀드2호'를 신규 결성했으며, 400억 원 이상을 투자하는 등 빠른 소진세를 보이고 있다. 이를 통해 운용자산(AUM)이 1조 5,455억 원으로 확대되었고, 벤처펀드 펀드레이징 순위 2위를 기록했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050902255600105094&lcode=00&page=2&svccode=03
68,"[thebell League Table]'회수 입증' 우리벤처, 신규 펀드로 AUM 반격 나선다",,"국민연금공단, 행정공제회, 한국자산관리공사(캠코)","우리벤처파트너스, 에버베스트파트너스",우리 2025 세컨더리 펀드,"최소 1,250억 원 이상","벤처, 세컨더리, PEF",ETC,신규결성,"우리벤처파트너스는 국민연금공단 출자사업 선정으로 신규 벤처펀드 결성을 시작했으며, 행정공제회 등에서 매칭 자금을 확보해 올해 최소 3,000억 원 이상의 펀드레이징이 예상된다. 또한 한국자산관리공사 출자사업을 통해 에버베스트파트너스와 컨소시엄으로 최소 1,250억 원 규모의 블라인드 PEF 결성도 추진 중이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050919287440107578&lcode=00&page=1&svccode=03
69,"[thebell League Table]'VC AUM 왕좌' 한투파, 펀드레이징은 숨고르기",,,한국투자파트너스,한국투자핵심역량 레버리지2 펀드,3500억원,벤처,ETC,2차 클로징,"한국투자파트너스는 2025년에 벤처조합 펀딩 규모가 크게 감소했으나, '한국투자핵심역량 레버리지2 펀드'를 2605억원에서 3500억원으로 증액하며 2차 클로징을 완료했다. 이는 지난해 벤처조합 펀드레이징 활동의 핵심 사례로, 신규 펀드 결성 및 자펀드 증액이 이루어진 점이 주목된다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601051022526760105338&lcode=00&page=2&svccode=03
70,"[2025 PE 애뉴얼 리포트]키움PE, 구다이글로벌·레뷰코퍼로 존재감 증명",,"IBK기업은행, 키움증권, 키움캐피탈",키움프라이빗에쿼티(키움PE),중소·중견 점프업 펀드,1700억원,"프로젝트, 블라인드",ETC,신규결성,"키움PE는 2025년 IBK기업은행과 협력하여 1700억원 규모의 중소·중견 점프업 펀드를 신규 결성했으며, 이 펀드는 정부 도약 프로그램과 연계된 정책금융과 민간자본 협력형 펀드로 성장 기업에 지분 및 메자닌 투자를 병행하는 구조이다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601051118494200102744&lcode=00&page=1&svccode=03
71,"[thebell League Table]TS인베, '프리드라이프' 회수 성과…M&A 투자도 본격화",,"산업은행, 농림수산식품모태펀드(농금원)",TS인베스트먼트,티에스 17호 세컨더리 투자조합,1230억원,세컨더리,ETC,신규결성,"TS인베스트먼트는 1230억원 규모의 티에스 17호 세컨더리 투자조합을 신규 결성했으며, 산업은행과 농림수산식품모태펀드가 출자자로 참여했다. 이 펀드는 기존 벤처펀드 포트폴리오 지분 인수 및 성장성 검증 자산 매입을 목표로 하며, 정책 자금 480억원을 확보했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601051447589160104351&lcode=00&page=2&svccode=03
72,"[thebell League Table]'1조 클럽 안착' 컴퍼니케이, '펀딩·회수'로 존재감 키웠다",,"한국산업은행, IBK혁신성장펀드, 반도체 생태계 모펀드",컴퍼니케이파트너스,컴퍼니케이 AI퓨처테크펀드,1220억원,벤처,"ICT & Digitalization, Semiconductor & Industrial, Biotech & Healthcare",신규결성,"컴퍼니케이파트너스는 2025년 1220억원 규모의 AI퓨처테크펀드를 신규 결성했으며, 반도체소부장펀드도 680억원 규모로 클로징을 완료했다. 한국산업은행 등 공공 LP가 출자한 반도체생태계펀드 출자사업에서 위탁운용사로 선정되어 펀드 조성을 성공적으로 마무리했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601051449181480106475&lcode=00&page=2&svccode=03
73,"ATU파트너스, '630억' 세번째 정책출자 펀드 결성",,"한국성장금융, IBK기업은행, 에프엔씨엔터테인먼트, 기보스틸",에이티유파트너스,아이비케이에이티유콘텐츠미디어테크사모투자합자회사,630억원,,Interactive Contents & Media,신규결성,"에이티유파트너스가 한국벤처투자와 한국성장금융의 정책출자를 받아 630억원 규모의 '아이비케이에이티유콘텐츠미디어테크사모투자합자회사'를 신규 결성했다. 성장금융 출자액은 250억원이며, IBK기업은행, 에프엔씨엔터테인먼트, 모회사 기보스틸도 출자자로 참여했다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601050749401320108396&lcode=00&page=3&svccode=03,thebell:202601050749401320108396,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050749401320108396&lcode=00&page=3&svccode=03
74,"L&S벤처, 1220억 반도체펀드 결성…산업계 LP 러브콜",,"한국산업은행, IBK기업은행, 한국성장금융, 피에스케이, 동진쎄미켐, 싸이맥스, 미창석유공업, 경기도 화성시, NH투자증권, 디캠프, 하나벤처스",L&S벤처캐피탈,엘앤에스 K-Semi 르네상스 투자조합,1220억원,,Semiconductor & Industrial,신규결성,"L&S벤처캐피탈이 1220억원 규모의 '엘앤에스 K-Semi 르네상스 투자조합'을 결성했으며, 산업은행과 다수의 산업계 LP가 출자자로 참여했다. 이 펀드는 소부장 국산화 및 반도체 관련 스타트업에 집중 투자할 계획이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601050808407980106880&lcode=00&page=3&svccode=03,thebell:202601050808407980106880,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050808407980106880&lcode=00&page=3&svccode=03
75,"S&S인베·유비쿼스인베, 산은 출자로 400억 펀드 결성",,"한국산업은행, 에스앤에스텍, 유비쿼스, 한솔케미칼, 기타 산업계 전략적투자자 6~7곳 내외","S&S인베스트먼트, 유비쿼스인베스트먼트",케이디비-에스앤에스-유아이 반도체소부장 오픈이노베이션 펀드,401억원 (상반기 중 500억원까지 확대 예정),벤처,"Semiconductor & Industrial, ETC",신규결성,"S&S인베스트먼트와 유비쿼스인베스트먼트가 한국산업은행 출자로 401억원 규모의 '케이디비-에스앤에스-유아이 반도체소부장 오픈이노베이션 펀드'를 결성했다. 산업계 전략적투자자 10곳 내외가 참여했으며, 상반기 중 500억원까지 펀드 규모를 확대할 계획이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601050821294500103061&lcode=00&page=2&svccode=03,thebell:202601050821294500103061,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050821294500103061&lcode=00&page=2&svccode=03
76,"[thebell League Table]DSC인베, 초대형사 향한다…2년 연속 투자 톱 5위권",,"국민연금공단, 공제회, 보험사, 금융기관",DSC인베스트먼트,DSC홈런펀드2호,"약 3,470억 원","벤처, 세컨더리",ETC,신규결성,"DSC인베스트먼트는 국민연금공단 등 다양한 LP로부터 자금을 확보해 3,470억 원 규모의 'DSC홈런펀드2호'를 신규 결성했다. 이 펀드를 기반으로 공격적인 투자를 이어가며 운용자산(AUM)을 1조 5,455억 원까지 확대했다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601050902255600105094&lcode=00&page=3&svccode=03,thebell:202601050902255600105094,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050902255600105094&lcode=00&page=3&svccode=03
77,"[thebell League Table]'회수 입증' 우리벤처, 신규 펀드로 AUM 반격 나선다",,"국민연금공단, 행정공제회, 한국자산관리공사(캠코)","우리벤처파트너스, 에버베스트파트너스",우리 2025 세컨더리 펀드,"최소 1250억원 이상 (블라인드 PEF), 1488억원 (세컨더리 펀드)","세컨더리, 벤처, 바이아웃(PEF)",ETC,신규결성,"우리벤처파트너스는 국민연금공단 출자사업 선정으로 신규 벤처펀드 결성을 시작했으며, 행정공제회 등에서 매칭 자금을 확보해 올해 2개 이상의 신규 펀드 결성이 확정적이다. 또한 한국자산관리공사와 컨소시엄으로 최소 1250억원 규모의 첫 블라인드 PEF 결성도 추진 중이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601050919287440107578&lcode=00&page=2&svccode=03,thebell:202601050919287440107578,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601050919287440107578&lcode=00&page=2&svccode=03
78,"[2025 PE 애뉴얼 리포트]키움PE, 구다이글로벌·레뷰코퍼로 존재감 증명",,"IBK기업은행, 키움증권, 키움캐피탈",키움프라이빗에쿼티(키움PE),중소·중견 점프업 펀드,1700억원,"블라인드, 프로젝트",ETC,신규결성,"키움PE는 2025년 IBK기업은행과 협력해 1700억원 규모의 중소·중견 점프업 펀드를 신규 결성했으며, 키움금융그룹 계열사들이 출자자로 참여한 프로젝트펀드도 운용 중이다. 이 펀드는 정부 도약 프로그램과 연계된 정책금융과 민간자본 협력형 펀드로 성장 기업에 지분 및 메자닌 투자를 병행하는 구조이다.",https://thebell.co.kr/free/content/ArticleView.asp?key=202601051118494200102744&lcode=00&page=3&svccode=03,thebell:202601051118494200102744,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202601051118494200102744&lcode=00&page=3&svccode=03
